sentences,aos
"the in-house lady dj on saturday nights has outrageously good taste in music , and moreover, takes requests.","[([1, 2, 3], [], 1), ([12], [], 1)]"
"i need at least three rolls to be full, and that's at least $14.00!","[([5], [], 0)]"
"great wine list , reasonably priced .--sara","[([1, 2], [], 1), ([5], [], 1)]"
the hot dogs were cold in the middle and the buns were stale.,"[([1, 2], [], -1), ([10], [], -1)]"
"while the food was excellent, it wasn't cheap (though not extremely expensive either).","[([2], [], 1)]"
beef noodle soup is good as well.,"[([0, 1, 2], [], 1)]"
delivery service is great too.,"[([0, 1], [], 1)]"
"the food 's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine .","[([1], [], 1), ([4], [], 1), ([14, 15], [], 1)]"
i recieved prompt service with a smile.,"[([3], [], 1)]"
they pray to their food gods to make them into a good pizza like vt's.,"[([12], [], -1)]"
the place was quiet and delightful.,"[([1], [], 1)]"
the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"[([1], [], 1), ([9], [], 1), ([19], [], 1), ([21], [], 1)]"
"as much as i like the food there, i can't bring myself to go back.","[([6], [], 1)]"
it looked like shredded cheese partly done - still in strips.,"[([3, 4], [], -1)]"
the prices and ambience are especially great considering it's in the west village.,"[([1], [], 1), ([3], [], 1)]"
the soup is pretty good too.,"[([1], [], 1)]"
it is so easy to get a reservation at a top place in nyc with a week's notice.,"[([7], [], 1)]"
i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,"[([6, 7], [], 1), ([10, 11], [], 1), ([15], [], 1)]"
"if you go to roth's try to be served by mike, he is great!!","[([8], [], 1)]"
"not the food ,not the ambiance , not the service , i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","[([2], [], 0), ([5], [], 0), ([9], [], 0), ([23, 24], [], -1)]"
i always get the shabu-shabu dinner and the beef is always fresh.,"[([4, 5], [], 0), ([8], [], 1)]"
the pizza was delivered cold and the cheese wasn't even fully melted!,"[([1], [], -1), ([7], [], -1)]"
we were very surprised by how good the food was on our first visit here on a sunday night.,"[([8], [], 1)]"
"nha trang, while being notorious for utter lack of comfort and decor , horribly slow wait staff and horribly quick meals , is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables .","[([9], [], -1), ([11], [], -1), ([15, 16], [], -1), ([20], [], -1), ([34], [], 1), ([42], [], 1)]"
"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion , taste , choice , quality and quantity .","[([20], [], 0), ([22], [], 0), ([31], [], -1), ([36], [], -1), ([38], [], -1), ([40], [], -1), ([42], [], -1), ([44], [], -1)]"
i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am.,"[([16, 17], [], 1)]"
"if i could rate the people this place would be off the charts - unfortunately - the pizza , sorry - not the best in nyc.","[([5], [], 1), ([17], [], -1)]"
the food is amazing!!!!,"[([1], [], 1)]"
"having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.","[([17], [], 1), ([24], [], 0)]"
"the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.","[([1], [], -1), ([7], [], -1), ([14], [], 1)]"
"for the price , you cannot eat this well in manhattan.","[([2], [], 1)]"
"the owner is very friendly and a great guy, go try his pizza , you'll like it!","[([1], [], 1), ([12], [], 1)]"
the atmosphere is great!!!,"[([1], [], 1)]"
"with so many good restaurants on the uws, i don't need overpriced food , absurdly arrogant wait-staff who don't recognize they work at a glorified diner , clumsy service , and management that doesn't care.","[([12], [], -1), ([16], [], -1), ([25], [], -1), ([28], [], -1), ([31], [], -1)]"
"i tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose.","[([9, 10], [], 1)]"
the service is a little scatty at times but all is forgiven when the food arrives.,"[([1], [], -1), ([14], [], 1)]"
"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg ) all dishes are served piping hot from the kitchen.","[([1], [], -1), ([8], [], 1), ([14, 15, 16], [], 1), ([18], [], 0), ([21], [], 1), ([23], [], 1)]"
"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .","[([1], [], 0), ([14], [], 1)]"
the pickles were great addition.,"[([1], [], 1)]"
"if your favorite chinese food is general tao chicken , then this is not your place.","[([3, 4], [], 0), ([6, 7, 8], [], -1)]"
you must try the shrimp appetizers .,"[([4, 5], [], 1)]"
"not only is the cuisine the best around, the service has always been attentive and charming.","[([4], [], 1), ([9], [], 1)]"
"the production is a symphony, alot of fun to experience.the food sublime for the most part.","[([10], [], 1)]"
"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree .","[([0], [], -1), ([4], [], 0), ([6, 7], [], -1), ([17], [], -1)]"
"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!","[([15], [], 0)]"
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan.,"[([1, 2, 3], [], 1)]"
"the restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.","[([11], [], 0)]"
"interesting selection, good wines , service fine, fun decor .","[([3], [], 1), ([5], [], 1), ([8], [], 1)]"
any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar .,"[([5], [], 1), ([16], [], 0), ([19], [], 0)]"
"whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite.","[([3, 4, 5], [], 1), ([8, 9, 10, 11, 12], [], 1)]"
the food at this place is 'gourmet' indian cuisine .,"[([1], [], 0), ([6, 7, 8], [], 0)]"
but the thing that my wife and i hated was it was so loud and it felt like ' bar ' or ' pub '.,"[([19], [], -1), ([23], [], -1)]"
"while there are plenty of places to go for a good corned beef sandwich , katz's has a charm about it.","[([11, 12, 13], [], 1)]"
"however, looking at the table next to ours, we both sort of wished we had ordered pizza , which looked perrrrrrrrrfect.","[([16], [], 1)]"
priced at upper intermediate range.,"[([0], [], -1)]"
"the fish was adequate, but inexpertly sliced.","[([1], [], 0)]"
"if you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount .","[([10], [], -1), ([22], [], -1)]"
try the olive cream cheese or the lox spread on a whole wheat everything bagel .,"[([2, 3, 4], [], 1), ([7, 8], [], 1), ([14], [], 0)]"
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table .","[([3], [], 1), ([20], [], 1), ([22], [], 0)]"
i don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,"[([30], [], -1)]"
the rice to fish ration was also good--they didn't try to overpack the rice .,"[([1, 2, 3, 4], [], 1), ([13], [], 1)]"
they used shredded cheese on top!,"[([2, 3], [], 0)]"
the food is great and they have a good selecion of wines at reasonable prices .,"[([1], [], 1), ([9, 10, 11], [], 1), ([14], [], 1)]"
"the only positive was the wait staff , which was prompt, knowledgable, and likeable.","[([5, 6], [], 1)]"
i couldn't reccommend their godmother pizza any higher.,"[([4, 5], [], 1)]"
"i am not a vegetarian but, almost all the dishes were great.","[([9], [], 1)]"
i was very impressed by this low-key upper eastsider and their authentically thai cuisine !!!,"[([12, 13], [], 1)]"
"for the location , the prices are very reasonable.","[([2], [], 0), ([5], [], 1)]"
the food is okay and the prices here are mediocre.,"[([1], [], 0), ([6], [], 0)]"
my friend's food was also the complete opposite of what it's supposed to taste like (and look like).,"[([2], [], -1)]"
i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime .,"[([3, 4], [], -1), ([11, 12, 13], [], 0), ([21], [], 0)]"
i would like to return and try some of the other menu items when i don't have to rush off to a show.,"[([11, 12], [], 1)]"
"we have been to this place many times, and always have great food , wine , and service .","[([12], [], 1), ([14], [], 1), ([17], [], 1)]"
"hopefully next time, i will save room for dessert .","[([8], [], 0)]"
"not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner .","[([17], [], 1)]"
the corned beef was tender and melted in my mouth.,"[([1, 2], [], 1)]"
"the best chicken pad tai , i've ever had.","[([2, 3, 4], [], 1)]"
$20 for all you can eat sushi cannot be beaten.,"[([6], [], 0)]"
"haru serves very fresh fish , has a trendy, modern ambiance , prime location on park avenue south and friendly service .","[([4], [], 1), ([10], [], 1), ([13], [], 1), ([20], [], 1)]"
warm and friendly in the winter and terrific outdoor seating in the warmer months.,"[([8, 9], [], 1)]"
"very romantic fires - i've literally spent hours at lanterna, drinking wine from their extensive wine and enjoying the ambience .","[([11], [], 1), ([15], [], 1), ([19], [], 1)]"
we got a little tipsy from the sake but isn't that what saturday nights with the girlfriends are all about?,"[([7], [], 0)]"
"i almost wanted to write a bad review, so no one would ever go here and i could have all the dumplings to myself!","[([21], [], 1)]"
"always a nice crowd , but never loud.","[([3], [], 1)]"
"my turkey burger was not cooked at all, my friends salmon was completely raw.","[([1, 2], [], -1), ([10], [], -1)]"
"the service is spotty, sometimes really friendly and sometimes barely there.","[([1], [], 0)]"
decor is minimalist and clean - nothing to distract or commend.,"[([0], [], 0)]"
"his drinks are very inventive, delicious and classy.","[([1], [], 1)]"
"great food , great prices , great service .","[([1], [], 1), ([4], [], 1), ([7], [], 1)]"
this isn't your corner chinese food takeout.,"[([4, 5], [], 0)]"
awsome pizza especially the margheritta slice.,"[([1], [], 1), ([4], [], 1)]"
"this place , however, has a lot less pretension than joya and the thai food is still above-average.","[([1], [], 1), ([13, 14], [], 1)]"
"try ordering from the regular menu , then you would not regret!","[([5], [], 1)]"
"told us to sit anywhere, and when we sat he said the table was reserved.","[([12], [], -1)]"
"uni from maine vs california, sea vs freshwater eel ) to get a good taste comparison.","[([8], [], 0)]"
"we started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner .","[([3], [], 1), ([5], [], 1), ([15], [], 0), ([17], [], 0), ([19], [], 0)]"
"the crispy chicken wasn't for us, though.","[([1, 2], [], -1)]"
food is great.,"[([0], [], 1)]"
i recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal !,"[([3], [], 1), ([5, 6], [], 1), ([9, 10, 11], [], 1), ([18], [], 0)]"
this place is incredibly tiny.,"[([1], [], -1)]"
"i didn't complain, i liked the atmosphere so much.","[([6], [], 1)]"
in reality (to maximize potential diners ) they were still taking phone reservations and reallocating tables of those waiting in the lobby .,"[([5], [], 0), ([12], [], -1), ([15], [], -1), ([18], [], -1), ([21], [], 0)]"
"the wine is always good, the tapas are always yummy, especially with the warm pita bread .","[([1], [], 1), ([6], [], 1), ([14, 15], [], 1)]"
